Año,Mes_Nombre,Programa_Base,Asignatura,Desaprobado,Total_Alumnos,Tasa_Desaprobados
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL I,1,3,0.3333
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA FINANCIERA,0,5,0.0
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I - NIIF I,1,21,0.0476
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE II - NIIF II,0,17,0.0
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE EXPRESIÓN ESCRITA,3,35,0.0857
2017,Febrero,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE EXPRESIÓN ORAL,4,20,0.2
2017,Febrero,CARRERA DE ECONOMIA,ACTIVIDADES II,1,16,0.0625
2017,Febrero,CARRERA DE ECONOMIA,EXTENSIONES MICROECONÓMICAS,0,4,0.0
2017,Febrero,CARRERA DE ECONOMIA,HABILIDADES CUANTITATIVAS I,0,10,0.0
2017,Febrero,CARRERA DE ECONOMIA,INGLÉS IV,0,9,0.0
2017,Febrero,CARRERA DE ECONOMIA,MARKETING,2,5,0.4
2017,Febrero,CARRERA DE ECONOMIA,REALIDAD NACIONAL,1,2,0.5
2017,Febrero,CARRERA DE ECONOMIA,TALLER DE EXPRESIÓN ESCRITA,2,21,0.0952
2017,Febrero,CARRERA DE ECONOMIA,TALLER DE EXPRESIÓN ORAL,2,17,0.1176
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,ACTIVIDADES II,0,1,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA GENERAL,0,4,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ACTIVIDADES II,2,12,0.1667
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA DEL APRENDIZAJE ,1,3,0.3333
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA GENERAL,0,3,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE EXPRESIÓN ESCRITA,2,15,0.1333
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE EXPRESIÓN ORAL,1,9,0.1111
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ACTIVIDADES II,0,5,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PROYECTOS DE INVESTIGACIÓN COMO HERRAMIENTA DE APRENDIZAJE I,0,1,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA DEL APRENDIZAJE ,0,2,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA GENERAL,0,7,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE EXPRESIÓN ESCRITA,0,5,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE EXPRESIÓN ORAL,0,5,0.0
2017,Febrero,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TALLER DE EXPRESIÓN ESCRITA,0,1,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES I,0,2,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA I,0,6,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA II,0,8,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA III,0,2,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL II,0,1,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,ESTADÍSTICA DESCRIPTIVA PARA LOS NEGOCIOS (70/30),0,1,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,FILOSOFÍA Y ÉTICA,0,6,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,METODOLOGÍA DE LA INVESTIGACIÓN ,0,5,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,MODELOS CUANTITATIVOS Y DE OPTIMIZACIÓN,0,4,0.0
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS DE ESTUDIO,3,29,0.1034
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS ESTADÍSTICOS PARA LA TOMA DE DECISIONES,1,22,0.0455
2017,Julio,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE INDUCCIÓN A LA PROFESIÓN,0,2,0.0
2017,Julio,CARRERA DE ECONOMIA,ACTIVIDADES I,0,1,0.0
2017,Julio,CARRERA DE ECONOMIA,FILOSOFÍA Y ÉTICA,1,6,0.1667
2017,Julio,CARRERA DE ECONOMIA,FILOSOFÍA Y ÉTICA (70/30),0,1,0.0
2017,Julio,CARRERA DE ECONOMIA,GERENCIA FINANCIERA,0,9,0.0
2017,Julio,CARRERA DE ECONOMIA,MARKETING,1,8,0.125
2017,Julio,CARRERA DE ECONOMIA,METODOLOGÍA DE LA INVESTIGACIÓN ,0,3,0.0
2017,Julio,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO,4,16,0.25
2017,Julio,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO  (A DISTANCIA),0,1,0.0
2017,Julio,CARRERA DE ECONOMIA,TALLER DE INDUCCIÓN A LA PROFESIÓN,1,3,0.3333
2017,Julio,CARRERA DE ECONOMIA,TEORÍA DE LOS JUEGOS Y ESTRATEGIA,0,8,0.0
2017,Julio,CARRERA DE ECONOMIA,TEORÍA DE LOS PRECIOS,0,4,0.0
2017,Julio,CARRERA DE ECONOMIA,ÉTICA PROFESIONAL Y CORPORATIVA,1,7,0.1429
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,FILOSOFÍA Y ÉTICA,0,1,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,RECURSOS EDUCATIVOS DIGITALES DE ALTO IMPACTO,0,1,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN MUSICAL INFANTIL,0,3,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,FILOSOFÍA Y ÉTICA,0,3,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,METODOLOGÍA DE LA INVESTIGACIÓN ,0,3,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MÉTODOS DE ESTUDIO,2,11,0.1818
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,RECURSOS EDUCATIVOS DIGITALES DE ALTO IMPACTO,0,9,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE INDUCCIÓN A LA PROFESIÓN,0,1,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,CÁLCULO II,0,2,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,FILOSOFÍA Y ÉTICA,0,3,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,METODOLOGÍA DE LA INVESTIGACIÓN ,0,2,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MÉTODOS DE ESTUDIO,0,5,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,RECURSOS EDUCATIVOS DIGITALES DE ALTO IMPACTO,0,6,0.0
2017,Julio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS Y MATERIALES EDUCATIVOS PARA EDUCACIÓN PRIMARIA,0,1,0.0
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL I,0,13,0.0
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,INFORMÁTICA APLICADA A LA EMPRESA,0,7,0.0
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,INGLÉS IV,1,3,0.3333
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ADMINISTRACIÓN,2,4,0.5
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ECONOMÍA,4,21,0.1905
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA I,2,21,0.0952
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA II,0,10,0.0
2017,Junio,CARRERA DE CONTABILIDAD Y FINANZAS,REALIDAD NACIONAL,1,7,0.1429
2017,Junio,CARRERA DE ECONOMIA,"DINÁMICA, CICLOS Y ESTABILIZACIÓN",0,4,0.0
2017,Junio,CARRERA DE ECONOMIA,ECONOMÍA MATEMÁTICA,0,3,0.0
2017,Junio,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ADMINISTRACIÓN,2,6,0.3333
2017,Junio,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA,1,4,0.25
2017,Junio,CARRERA DE ECONOMIA,MACROECONOMÍA INTERMEDIA,1,7,0.1429
2017,Junio,CARRERA DE ECONOMIA,MATEMÁTICA I,0,10,0.0
2017,Junio,CARRERA DE ECONOMIA,MATEMÁTICA II,1,9,0.1111
2017,Junio,CARRERA DE ECONOMIA,MATEMÁTICAS FINANCIERAS,2,6,0.3333
2017,Junio,CARRERA DE ECONOMIA,REALIDAD NACIONAL,2,3,0.6667
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PEDAGOGÍA GENERAL,0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA DEL APRENDIZAJE ,0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ADMINISTRACIÓN,0,2,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ECONOMÍA,1,4,0.25
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA I,1,8,0.125
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA I (70/30),0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA II,0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PEDAGOGÍA GENERAL,0,3,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA DEL APRENDIZAJE ,1,2,0.5
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA GENERAL,0,2,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,REALIDAD NACIONAL,0,2,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ADMINISTRACIÓN,0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ECONOMÍA,0,6,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MATEMÁTICA I,0,5,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PEDAGOGÍA GENERAL,0,2,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA DEL APRENDIZAJE ,1,3,0.3333
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA II,0,1,0.0
2017,Junio,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,REALIDAD NACIONAL,1,1,1.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,DIRECCIÓN DE OPERACIONES,1,13,0.0769
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,DIRECCIÓN DE OPERACIONES (70/30),0,1,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,DIRECCIÓN ESTRATÉGICA,0,30,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,ECONOMÍA DE LA EMPRESA,0,3,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,INFORMÁTICA APLICADA A LA EMPRESA,0,1,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ADMINISTRACIÓN,0,11,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,PRESUPUESTO Y CONTABILIDAD PARA EL SECTOR PÚBLICO,0,13,0.0
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,REALIDAD NACIONAL,5,26,0.1923
2017,Marzo,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE INDUCCIÓN A LA PROFESIÓN,11,33,0.3333
2017,Marzo,CARRERA DE DERECHO,HISTORIA DE LAS  IDEAS POLÍTICAS I (HASTA EL SIGLO XVIII),0,1,0.0
2017,Marzo,CARRERA DE DERECHO,LENGUAJE I,0,1,0.0
2017,Marzo,CARRERA DE ECONOMIA,ANÁLISIS DE ESTADOS FINANCIEROS,1,8,0.125
2017,Marzo,CARRERA DE ECONOMIA,CONTABILIDAD BÁSICA,4,12,0.3333
2017,Marzo,CARRERA DE ECONOMIA,CONTABILIDAD DE COSTOS,0,19,0.0
2017,Marzo,CARRERA DE ECONOMIA,ECONOMETRÍA BÁSICA,0,3,0.0
2017,Marzo,CARRERA DE ECONOMIA,ECONOMETRÍA DE CORTE TRANSVERSAL (70/30),0,1,0.0
2017,Marzo,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ADMINISTRACIÓN,3,8,0.375
2017,Marzo,CARRERA DE ECONOMIA,REALIDAD NACIONAL,5,18,0.2778
2017,Marzo,CARRERA DE ECONOMIA,TALLER DE INDUCCIÓN A LA PROFESIÓN,6,21,0.2857
2017,Marzo,CARRERA DE ECONOMIA,TALLER DE INDUCCIÓN A LA PROFESIÓN  (A DISTANCIA),0,1,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,CULTURA GENERAL I ,0,3,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,INTRODUCCIÓN A LA ADMINISTRACIÓN,0,2,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,CULTURA GENERAL I ,0,10,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN TEMPRANA I,0,5,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ADMINISTRACIÓN,1,7,0.1429
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,REALIDAD NACIONAL,1,4,0.25
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE INDUCCIÓN A LA PROFESIÓN,5,15,0.3333
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN (TIC) EN EDUCACIÓN ,0,1,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,CULTURA GENERAL I ,0,7,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ADMINISTRACIÓN,0,4,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN AL ÁLGEBRA,0,2,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,REALIDAD NACIONAL,0,5,0.0
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE INDUCCIÓN A LA PROFESIÓN,3,9,0.3333
2017,Marzo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN (TIC) EN EDUCACIÓN ,0,2,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL II,0,5,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,ECONOMÍA DE LA EMPRESA,3,13,0.2308
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,ENTORNO MACROECONÓMICO,0,4,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,FILOSOFÍA Y ÉTICA,2,49,0.0408
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,INGLÉS I,0,18,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,INGLÉS II,0,1,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,INGLÉS III,0,3,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ECONOMÍA,0,8,0.0
2017,Mayo,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE INDUCCIÓN A LA PROFESIÓN,1,7,0.1429
2017,Mayo,CARRERA DE ECONOMIA,FILOSOFÍA Y ÉTICA,1,25,0.04
2017,Mayo,CARRERA DE ECONOMIA,HABILIDADES CUANTITATIVAS II,0,4,0.0
2017,Mayo,CARRERA DE ECONOMIA,INGLÉS I,1,6,0.1667
2017,Mayo,CARRERA DE ECONOMIA,INGLÉS II,0,2,0.0
2017,Mayo,CARRERA DE ECONOMIA,INGLÉS III,0,1,0.0
2017,Mayo,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA,0,7,0.0
2017,Mayo,CARRERA DE ECONOMIA,ORGANIZACIÓN INDUSTRIAL APLICADA,0,8,0.0
2017,Mayo,CARRERA DE ECONOMIA,TALLER DE INDUCCIÓN A LA PROFESIÓN,0,1,0.0
2017,Mayo,CARRERA DE ECONOMIA,TEORÍA DE LOS PRECIOS,1,11,0.0909
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,FILOSOFÍA Y ÉTICA,0,1,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ESTIMULACIÓN TEMPRANA II,0,3,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,FILOSOFÍA Y ÉTICA,2,19,0.1053
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INGLÉS I,0,3,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INGLÉS II,0,1,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ECONOMÍA,0,3,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE INDUCCIÓN A LA PROFESIÓN,0,1,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,FILOSOFÍA Y ÉTICA,1,15,0.0667
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INGLÉS I,0,4,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ECONOMÍA,0,3,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ÁLGEBRA I,0,2,0.0
2017,Mayo,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TEORÍA Y METODOLOGÍA DE LA LECTOESCRITURA,0,1,0.0
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES I,1,3,0.3333
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,ANÁLISIS DE LA INFORMACIÓN FINANCIERA,0,9,0.0
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,ECONOMÍA DE LA EMPRESA,1,9,0.1111
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ECONOMÍA,0,1,0.0
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS DE ESTUDIO,6,27,0.2222
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS DE ESTUDIO (70/30),0,1,0.0
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I  NIIF (70/30),0,1,0.0
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I - NIIF I,3,40,0.075
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE II - NIIF II,2,25,0.08
2017,Noviembre,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE EXPRESIÓN ESCRITA,1,2,0.5
2017,Noviembre,CARRERA DE ECONOMIA,ACTIVIDADES I,2,7,0.2857
2017,Noviembre,CARRERA DE ECONOMIA,ACTIVIDADES II,2,4,0.5
2017,Noviembre,CARRERA DE ECONOMIA,ECONOMETRÍA BÁSICA,0,8,0.0
2017,Noviembre,CARRERA DE ECONOMIA,FILOSOFÍA Y ÉTICA,2,11,0.1818
2017,Noviembre,CARRERA DE ECONOMIA,FINANZAS INTERNACIONALES,0,6,0.0
2017,Noviembre,CARRERA DE ECONOMIA,GERENCIA,1,10,0.1
2017,Noviembre,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA,6,17,0.3529
2017,Noviembre,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,1,0.0
2017,Noviembre,CARRERA DE ECONOMIA,MACROECONOMÍA INTERMEDIA,0,7,0.0
2017,Noviembre,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO,2,14,0.1429
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,IDIOMA EXTRANJERO II,0,2,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PEDAGOGÍA GENERAL,0,1,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,ANDRAGOGÍA,0,4,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,IDIOMA EXTRANJERO II,0,5,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ECONOMÍA,1,5,0.2
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MÉTODOS DE ESTUDIO,0,8,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PEDAGOGÍA GENERAL,1,18,0.0556
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,SEMINARIO DE TESIS II ,0,1,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,ANDRAGOGÍA,0,1,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,IDIOMA EXTRANJERO II,0,6,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ECONOMÍA,0,2,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MÉTODOS DE ESTUDIO,0,5,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PEDAGOGÍA GENERAL,0,8,0.0
2017,Noviembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,ANDRAGOGÍA,0,1,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,CIUDADANÍA INTERCULTURAL (70/30),0,1,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA II,1,7,0.1429
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA III,0,8,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD FINANCIERA IV,0,6,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,DERECHO EMPRESARIAL,0,13,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,EMPRENDIMIENTO,1,11,0.0909
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,FILOSOFÍA Y ÉTICA,0,4,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,INFORMÁTICA APLICADA A LA EMPRESA,0,10,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA I,5,30,0.1667
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA II,0,1,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,METODOLOGÍA DE LA INVESTIGACIÓN ,0,4,0.0
2017,Octubre,CARRERA DE CONTABILIDAD Y FINANZAS,REALIDAD NACIONAL,6,18,0.3333
2017,Octubre,CARRERA DE ECONOMIA,APLICACIONES DE PROGRAMACIÓN,0,7,0.0
2017,Octubre,CARRERA DE ECONOMIA,"DINÁMICA, CICLOS Y ESTABILIZACIÓN",0,6,0.0
2017,Octubre,CARRERA DE ECONOMIA,EMPRENDIMIENTO,0,4,0.0
