Año,Mes_Nombre,Programa_Base,Asignatura,Desaprobado,Total_Alumnos,Tasa_Desaprobados
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,METODOLOGÍA DE LA INVESTIGACIÓN (70/30),0,10,0.0
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS DE ESTUDIO (70/30),1,6,0.1667
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS Y MATERIALES EDUCATIVOS PARA EDUCACIÓN PRIMARIA,0,11,0.0
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA DEL DESARROLLO INFANTIL,0,3,0.0
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,QUECHUA (70/30),0,1,0.0
2023,Octubre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TALLER DE INDUCCIÓN A LA PROFESIÓN (70/30),0,3,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,ANÁLISIS DE LA INFORMACIÓN FINANCIERA,0,5,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,CIUDADANÍA INTERCULTURAL (70/30),1,7,0.1429
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,COMERCIO GLOBAL Y COMPETITIVIDAD,0,7,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL I,0,11,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,ESTADÍSTICA DESCRIPTIVA PARA LOS NEGOCIOS (70/30),0,4,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,ESTADÍSTICA INFERENCIAL PARA LOS NEGOCIOS (70/30),0,3,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,FINANZAS DE EMPRESAS I,0,3,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,FINANZAS DE EMPRESAS II,0,10,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,GLOBALIZACIÓN DE LOS NEGOCIOS (70/30),1,9,0.1111
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,INGENIERÍA FINANCIERA Y PRODUCTOS DERIVADOS,0,2,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,INGLÉS I (70/30),0,5,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ECONOMÍA,1,3,0.3333
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,6,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA FINANCIERA (70/30),0,7,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA I (70/30),0,2,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,MATEMÁTICA II,0,6,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,MÉTODOS DE ESTUDIO (70/30),0,2,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I  NIIF (70/30),0,1,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE I - NIIF I,2,17,0.1176
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,NORMALIZACIÓN CONTABLE II - NIIF II,2,24,0.0833
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,PRÁCTICA PRE-PROFESIONAL NACIONAL Y/O INTERNACIONAL,0,4,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,TALENTO HUMANO Y MERCADOTECNIA,0,13,0.0
2023,Setiembre,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE EXPRESIÓN ORAL (70/30),1,3,0.3333
2023,Setiembre,CARRERA DE DERECHO,CONTABILIDAD GENERAL,0,17,0.0
2023,Setiembre,CARRERA DE DERECHO,CONTRATACION CON EL ESTADO,0,7,0.0
2023,Setiembre,CARRERA DE DERECHO,DERECHO ADMINISTRATIVO,0,9,0.0
2023,Setiembre,CARRERA DE DERECHO,DERECHO PROCESAL ADMINISTRATIVO,0,3,0.0
2023,Setiembre,CARRERA DE DERECHO,INSTITUCIONES PROCESALES,0,22,0.0
2023,Setiembre,CARRERA DE DERECHO,LENGUAJE II,0,11,0.0
2023,Setiembre,CARRERA DE DERECHO,PROCESOS CIVILES DE COGNICION,1,11,0.0909
2023,Setiembre,CARRERA DE DERECHO,TUTELA EJECUTIVA Y CAUTELAR,0,11,0.0
2023,Setiembre,CARRERA DE ECONOMIA,ANÁLISIS FINANCIERO Y ACTUARIAL (70/30),0,4,0.0
2023,Setiembre,CARRERA DE ECONOMIA,APLICACIONES DE PROGRAMACIÓN,0,9,0.0
2023,Setiembre,CARRERA DE ECONOMIA,CIUDADANÍA INTERCULTURAL  (A DISTANCIA),0,1,0.0
2023,Setiembre,CARRERA DE ECONOMIA,CIUDADANÍA INTERCULTURAL (70/30),0,5,0.0
2023,Setiembre,CARRERA DE ECONOMIA,ECONOMETRÍA DE SERIES DE TIEMPO (70/30),0,1,0.0
2023,Setiembre,CARRERA DE ECONOMIA,ECONOMÍA LABORAL Y DEL COMPORTAMIENTO (70/30),0,3,0.0
2023,Setiembre,CARRERA DE ECONOMIA,ECONOMÍA MONETARIA,0,4,0.0
2023,Setiembre,CARRERA DE ECONOMIA,FINANZAS PÚBLICAS SUBNACIONALES,0,6,0.0
2023,Setiembre,CARRERA DE ECONOMIA,GERENCIA,0,13,0.0
2023,Setiembre,CARRERA DE ECONOMIA,GERENCIA FINANCIERA,1,17,0.0588
2023,Setiembre,CARRERA DE ECONOMIA,HISTORIA ECONÓMICA (70/30),0,5,0.0
2023,Setiembre,CARRERA DE ECONOMIA,INGLÉS I  (A DISTANCIA),0,1,0.0
2023,Setiembre,CARRERA DE ECONOMIA,INGLÉS I (70/30),0,7,0.0
2023,Setiembre,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA,0,4,0.0
2023,Setiembre,CARRERA DE ECONOMIA,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,3,0.0
2023,Setiembre,CARRERA DE ECONOMIA,MARKETING,2,12,0.1667
2023,Setiembre,CARRERA DE ECONOMIA,MATEMÁTICA I (70/30),0,7,0.0
2023,Setiembre,CARRERA DE ECONOMIA,MATEMÁTICA II,0,10,0.0
2023,Setiembre,CARRERA DE ECONOMIA,MATEMÁTICA II (70/30),1,6,0.1667
2023,Setiembre,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO (70/30),0,3,0.0
2023,Setiembre,CARRERA DE ECONOMIA,TALLER DE EXPRESIÓN ORAL (70/30),2,3,0.6667
2023,Setiembre,CARRERA DE ECONOMIA,TÓPICOS DE MACROECONOMÍA (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,CIUDADANÍA INTERCULTURAL (70/30),0,7,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,EL CONECTIVISMO Y LOS CURSOS MASIVOS EN LÍNEA  (70/30),0,9,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,EVALUACIÓN EDUCATIVA (70/30),0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,HISTORIA DEL PERÚ I,0,8,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,INGLÉS I (70/30),0,8,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,INTRODUCCIÓN A LA ECONOMÍA,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,6,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MATEMÁTICA I (70/30),1,4,0.25
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MATEMÁTICA II,0,5,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MATEMÁTICA II (70/30),0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,MÉTODOS DE ESTUDIO (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PEDAGOGÍA GENERAL,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PLANIFICACIÓN Y GESTIÓN EDUCATIVA ,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PROYECTOS DE INVESTIGACIÓN COMO HERRAMIENTA DE APRENDIZAJE I,1,6,0.1667
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA DEL APRENDIZAJE ,1,13,0.0769
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA DEL APRENDIZAJE (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA GENERAL,0,9,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,PSICOLOGÍA GENERAL (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,TALLER DE EXPRESIÓN ORAL (70/30),1,7,0.1429
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN CIENCIAS SOCIALES Y COMUNICACIÓN,TRABAJO DE INVESTIGACIÓN,0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,CIUDADANÍA INTERCULTURAL (70/30),0,11,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DE LA EXPRESIÓN GRÁFICO-PLÁSTICA (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,DESARROLLO DE LA PSICOMOTRICIDAD DEL NIÑO (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,EVALUACIÓN EDUCATIVA (70/30),0,13,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INGLÉS I (70/30),1,15,0.0667
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ECONOMÍA,0,6,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,12,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA I (70/30),0,16,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA II,0,11,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATEMÁTICA II (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MATERIALES EDUCATIVOS PARA EDUCACIÓN INICIAL,0,6,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,MÉTODOS DE ESTUDIO (70/30),5,11,0.4545
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PEDAGOGÍA GENERAL,0,20,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PEDAGOGÍA GENERAL (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PLANIFICACIÓN Y GESTIÓN EDUCATIVA ,0,10,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PROYECTOS DE INVESTIGACIÓN COMO HERRAMIENTA DE APRENDIZAJE I,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA DEL APRENDIZAJE ,1,21,0.0476
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA DEL APRENDIZAJE (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA GENERAL,1,12,0.0833
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,PSICOLOGÍA GENERAL (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,SEMINARIO DE TESIS I ,0,5,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,SEMINARIO DE TESIS II ,0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TALLER DE EXPRESIÓN ORAL (70/30),2,21,0.0952
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN INICIAL,TRABAJO DE INVESTIGACIÓN,0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,CIUDADANÍA INTERCULTURAL (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,EL CONECTIVISMO Y LOS CURSOS MASIVOS EN LÍNEA (70/30),0,13,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,EVALUACIÓN EDUCATIVA (70/30),0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,GEOMETRÍA,0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INGLÉS I (70/30),0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ECONOMÍA,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,8,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MATEMÁTICA I (70/30),0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MATEMÁTICA II,0,5,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MATEMÁTICA II (70/30),0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,MÉTODOS DE ESTUDIO (70/30),0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PEDAGOGÍA GENERAL,1,13,0.0769
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PLANIFICACIÓN Y GESTIÓN EDUCATIVA ,0,9,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PROYECTOS DE INVESTIGACIÓN COMO HERRAMIENTA DE APRENDIZAJE I,0,6,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA DEL APRENDIZAJE ,0,11,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA DEL APRENDIZAJE (70/30),0,2,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA GENERAL,1,7,0.1429
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,PSICOLOGÍA GENERAL (70/30),0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,SEMINARIO DE TESIS I ,0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,SEMINARIO DE TESIS II ,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TALLER DE EXPRESIÓN ORAL (70/30),1,4,0.25
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN MATEMÁTICA E INFORMÁTICA,TRABAJO DE INVESTIGACIÓN,0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CIUDADANÍA INTERCULTURAL (70/30),0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,CONSTRUCCIÓN Y VALIDACIÓN DE INSTRUMENTOS PARA LA INVESTIGACIÓN EDUCATIVA (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,EVALUACIÓN EDUCATIVA (70/30),0,12,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INGLÉS I (70/30),0,5,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INTRODUCCIÓN A LA ECONOMÍA,0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,INTRODUCCIÓN A LA ECONOMÍA (70/30),0,10,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA I (70/30),0,11,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MATEMÁTICA II,0,7,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,METODOLOGÍA DE LA INVESTIGACIÓN CUANTITATIVA-CUALITATIVA (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,MÉTODOS DE ESTUDIO (70/30),4,10,0.4
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PEDAGOGÍA GENERAL,0,19,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PLANIFICACIÓN Y GESTIÓN EDUCATIVA ,0,14,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PROYECTOS DE INVESTIGACIÓN COMO HERRAMIENTA DE APRENDIZAJE I,0,3,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA DEL APRENDIZAJE ,1,14,0.0714
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA DEL APRENDIZAJE (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA DEL DESARROLLO INFANTIL (70/30),0,6,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA GENERAL,0,10,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,PSICOLOGÍA GENERAL (70/30),0,1,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,SEMINARIO DE TESIS I ,0,4,0.0
2023,Setiembre,CARRERA PROFESIONAL DE EDUCACION CON MENCION EN PRIMARIA,TALLER DE EXPRESIÓN ORAL (70/30),1,11,0.0909
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES I (70/30),0,2,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,ACTIVIDADES II (70/30),0,2,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,ANÁLISIS FUNDAMENTAL DE EMPRESAS (70/30),0,10,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,APLICACIONES INFORMÁTICAS PARA CONTABILIDAD Y FINANZAS (70/30),1,12,0.0833
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,AUDITORÍA FINANCIERA II,0,8,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL II,0,10,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,CONTABILIDAD GERENCIAL III,0,10,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,DERECHO EMPRESARIAL,1,10,0.1
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,DISEÑO Y EVALUACIÓN DE PROYECTOS DE INVERSIÓN,0,4,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,ECONOMÍA EMPRESARIAL Y ENTORNO MACROECONÓMICO (70/30),0,5,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,GESTIÓN DE RIESGO EMPRESARIAL (70/30),0,2,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,INTRODUCCIÓN A LOS NEGOCIOS (70/30),0,1,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,MARCO LEGAL DE LOS NEGOCIOS,0,5,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,METODOLOGÍA DE LA INVESTIGACIÓN (70/30),0,6,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,PROYECTO DE TESIS,0,9,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,QUECHUA (70/30),0,1,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE EXPRESIÓN ORAL  (A DISTANCIA),0,5,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,TALLER DE INDUCCIÓN A LA PROFESIÓN (70/30),0,1,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,TECNOLOGÍA DE LA INFORMACIÓN APLICADA EN LA COMUNICACIÓN EMPRESARIAL (70/30),0,2,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,TRABAJO DE INVESTIGACIÓN,0,2,0.0
2024,Abril,CARRERA DE CONTABILIDAD Y FINANZAS,ÉTICA APLICADA Y RESPONSABILIDAD SOCIAL EMPRESARIAL,0,4,0.0
2024,Abril,CARRERA DE DERECHO,ACTIVIDADES I,2,26,0.0769
2024,Abril,CARRERA DE DERECHO,BASES DEL DERECHO PENAL,0,12,0.0
2024,Abril,CARRERA DE DERECHO,DERECHO DE LA EMPRESA,0,8,0.0
2024,Abril,CARRERA DE DERECHO,DERECHO DESARROLLO SOSTENIBLE,0,1,0.0
2024,Abril,CARRERA DE DERECHO,DERECHO FINANCIERO,0,9,0.0
2024,Abril,CARRERA DE DERECHO,DERECHO INTERNACIONAL PUBLICO,0,5,0.0
2024,Abril,CARRERA DE DERECHO,DERECHO LABORAL INDIVIDUAL,1,13,0.0769
2024,Abril,CARRERA DE DERECHO,DERECHO PROCESAL CONSTITUCIONAL,0,15,0.0
2024,Abril,CARRERA DE DERECHO,DERECHOS FUNDAMENTALES,0,7,0.0
2024,Abril,CARRERA DE DERECHO,HISTORIA DE LAS  IDEAS POLÍTICAS I (HASTA EL SIGLO XVIII),2,22,0.0909
2024,Abril,CARRERA DE DERECHO,IMPOSICION A LA RENTA,0,8,0.0
2024,Abril,CARRERA DE DERECHO,INSTITUCIONES PROCESALES,2,5,0.4
2024,Abril,CARRERA DE DERECHO,PRINCIPIOS Y PERSONAS,0,6,0.0
2024,Abril,CARRERA DE DERECHO,REGIMEN PYME,0,5,0.0
2024,Abril,CARRERA DE DERECHO,RÉGIMEN PYME,0,1,0.0
2024,Abril,CARRERA DE DERECHO,TEORIA DEL DERECHO II,0,4,0.0
2024,Abril,CARRERA DE DERECHO,TEORÍA DEL DERECHO II,1,11,0.0909
2024,Abril,CARRERA DE ECONOMIA,ACTIVIDADES I (70/30),0,5,0.0
2024,Abril,CARRERA DE ECONOMIA,ACTIVIDADES II (70/30),0,5,0.0
2024,Abril,CARRERA DE ECONOMIA,ANÁLISIS DE ESTADOS FINANCIEROS,0,19,0.0
2024,Abril,CARRERA DE ECONOMIA,ECONOMÍA DE LOS RECURSOS PÚBLICOS (70/30),0,3,0.0
2024,Abril,CARRERA DE ECONOMIA,FINANZAS CORPORATIVAS AVANZADAS,0,2,0.0
2024,Abril,CARRERA DE ECONOMIA,GERENCIA,1,5,0.2
2024,Abril,CARRERA DE ECONOMIA,INSTRUMENTOS DERIVADOS Y FINANCIEROS,0,4,0.0
2024,Abril,CARRERA DE ECONOMIA,INTRODUCCIÓN A LOS NEGOCIOS (70/30),0,5,0.0
2024,Abril,CARRERA DE ECONOMIA,MARKETING,0,7,0.0
2024,Abril,CARRERA DE ECONOMIA,METODOLOGÍA DE LA INVESTIGACIÓN (70/30),0,4,0.0
2024,Abril,CARRERA DE ECONOMIA,MICROECONOMÍA INTERMEDIA (70/30),0,3,0.0
2024,Abril,CARRERA DE ECONOMIA,MÉTODOS CUANTITATIVOS I (70/30),3,11,0.2727
2024,Abril,CARRERA DE ECONOMIA,MÉTODOS CUANTITATIVOS II (70/30),0,5,0.0
2024,Abril,CARRERA DE ECONOMIA,MÉTODOS DE ESTUDIO  (A DISTANCIA),1,3,0.3333
2024,Abril,CARRERA DE ECONOMIA,ORGANIZACIÓN INDUSTRIAL APLICADA (70/30),0,5,0.0
2024,Abril,CARRERA DE ECONOMIA,POLÍTICA ECONÓMICA Y PROGRAMACIÓN FINANCIERA II,0,3,0.0
2024,Abril,CARRERA DE ECONOMIA,PROJECT FINANCE,0,3,0.0
2024,Abril,CARRERA DE ECONOMIA,TALLER DE EXPRESIÓN ORAL  (A DISTANCIA),0,5,0.0
