Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Matríc. regular Presencial,Estudiantes matrí. TOTAL
2014-01,2014,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2014-02,2014,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-03,2014,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04,2014,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05,2014,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-06,2014,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07,2014,Julio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2014-08,2014,Agosto,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-09,2014,Setiembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-10,2014,Octubre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-11,2014,Noviembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-12,2014,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-01,2015,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
2015-02,2015,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2015-03,2015,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2015-04,2015,Abril,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2015-05,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-06,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-07,2015,Julio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2015-08,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-11,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-12,2015,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-01,2016,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2016-02,2016,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-03,2016,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-04,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-05,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-09,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-10,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-11,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-12,2016,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-04,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-08,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-09,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-10,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-11,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-12,2017,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-01,2018,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2018-02,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-03,2018,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2018-04,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2018-05,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2018-06,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-07,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-08,2018,Agosto,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2018-09,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018-10,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018-11,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2018-12,2018,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2019-01,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2019-02,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-03,2019,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2019-04,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019-05,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-06,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-07,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-08,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-09,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2019-10,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2019-11,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2019-12,2019,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-01,2020,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2020-02,2020,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
2020-03,2020,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020-04,2020,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2020-05,2020,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-06,2020,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-07,2020,Julio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2020-08,2020,Agosto,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-09,2020,Setiembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-10,2020,Octubre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-11,2020,Noviembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12,2020,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2021-01,2021,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
2021-02,2021,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-03,2021,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-04,2021,Abril,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-05,2021,Mayo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-06,2021,Junio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
2021-07,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2021-08,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2021-09,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2021-10,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2021-11,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2021-12,2021,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-01,2022,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022-02,2022,Febrero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1
2022-03,2022,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2,0,2
2022-04,2022,Abril,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
2022-05,2022,Mayo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
2022-06,2022,Junio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,1,0,1
2022-07,2022,Julio,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,3,0,3
2022-08,2022,Agosto,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,2,0,2
2022-09,2022,Setiembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,1,1,0,1
2022-10,2022,Octubre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,1,1,0,1
2022-11,2022,Noviembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,0,1
2022-12,2022,Diciembre,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,0,1
2023-01,2023,Enero,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1
2023-02,2023,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2023-03,2023,Marzo,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1
2023-04,2023,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
2023-05,2023,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0
2023-06,2023,N/A,E05010104,CARRERA DE CONTABILIDAD Y FINANZAS -  (A DISTANCIA AP),Contabilidad y Finanzas,Con Partner (AP),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
