Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Matríc. regular Presencial,Estudiantes matrí. TOTAL
2026-06,2026,Junio,E05010101,CARRERA DE CONTABILIDAD Y FINANZAS,Contabilidad y Finanzas,Con Partner (AP),Presencial Regular,0,0,0,0,13,13,0,0,0,0,4,2,1,3,1312,13,0,13,13
2014-02,2014,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
2014-03,2014,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,0,8,8,0,0,0,0,8,0,0,0,0,8,14,0,14
2014-04,2014,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,0,12,11,1,0,0,0,3,7,0,0,0,12,21,0,21
2014-05,2014,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,0,19,18,1,0,0,0,3,2,7,0,0,19,23,0,23
2014-06,2014,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,1,16,16,0,0,0,0,7,3,9,0,0,16,26,0,26
2014-07,2014,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,0,17,16,1,0,0,0,10,6,12,0,0,17,23,0,23
2014-08,2014,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,21,0,1,18,17,1,0,0,0,6,9,18,0,0,18,39,0,39
2014-09,2014,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,0,28,27,1,1,0,0,12,5,19,7,0,28,38,0,38
2014-10,2014,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,0,27,23,4,3,0,0,15,8,19,9,0,27,38,0,38
2014-11,2014,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,0,34,30,4,2,1,0,8,11,22,11,0,34,41,0,41
2014-12,2014,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,1,43,38,5,6,1,0,3,3,23,14,0,43,59,0,59
2015-01,2015,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,0,48,46,2,2,2,0,13,1,18,18,0,48,64,0,64
2015-02,2015,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,13,0,0,49,46,3,0,0,0,18,10,16,21,0,49,62,0,62
2015-03,2015,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,18,0,0,46,44,2,1,0,0,18,16,19,20,7,46,65,0,65
2015-04,2015,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,29,0,1,56,53,3,0,0,1,12,15,28,26,7,56,86,0,86
2015-05,2015,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,23,0,0,50,49,1,1,0,0,37,11,40,26,9,50,74,0,74
2015-06,2015,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,22,0,2,64,60,4,3,0,1,14,33,47,24,11,64,90,0,90
2015-07,2015,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,24,0,0,63,62,1,2,0,0,28,13,69,28,16,63,89,0,89
2015-08,2015,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,1,62,57,5,1,0,0,32,23,67,39,19,62,71,0,71
2015-09,2015,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,26,0,1,67,62,5,5,0,0,9,27,71,47,25,67,98,0,98
2015-10,2015,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,1,67,66,1,1,0,0,32,8,87,50,32,67,79,0,79
2015-11,2015,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,1,72,63,9,0,1,0,16,23,65,77,34,72,85,0,85
2015-12,2015,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,16,0,0,67,62,5,4,0,0,23,11,72,88,35,67,87,0,87
2016-01,2016,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,16,0,0,73,66,7,5,1,0,21,16,60,96,44,73,95,0,95
2016-02,2016,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,18,0,1,62,58,4,1,0,0,37,17,49,108,58,62,81,0,81
2016-03,2016,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,13,0,1,64,54,10,1,2,0,27,27,59,98,72,64,80,0,80
2016-04,2016,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,1,58,52,6,4,0,0,28,21,63,108,81,58,71,0,71
2016-05,2016,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,0,65,54,11,8,0,1,17,17,68,88,108,65,85,0,85
2016-06,2016,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,0,36,31,5,1,0,0,54,12,69,91,120,36,42,0,42
2016-07,2016,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,0,53,29,24,8,0,0,13,30,58,88,138,53,67,2,69
2016-08,2016,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,16,0,0,55,50,5,16,2,0,19,8,52,81,163,55,89,0,89
2016-09,2016,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,0,54,50,4,7,2,1,39,15,39,87,168,54,73,0,73
2016-10,2016,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,3,0,0,73,54,19,5,0,0,19,20,36,81,187,73,81,0,81
2016-11,2016,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,3,0,0,46,41,5,6,2,0,40,14,45,76,195,46,57,0,57
2016-12,2016,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,0,65,38,27,2,1,0,19,13,42,77,208,65,73,0,73
2017-01,2017,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,0,55,49,6,5,2,1,24,13,45,65,222,55,58,10,68
2017-02,2017,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,1,51,43,8,4,1,0,25,16,45,56,239,51,64,0,64
2017-03,2017,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,7,0,0,57,46,11,14,3,0,18,14,33,55,251,57,73,8,81
2017-04,2017,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,0,61,56,5,4,1,0,25,13,36,48,264,61,63,8,71
2017-05,2017,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,1,0,0,47,41,6,5,1,1,30,19,35,52,267,47,47,8,55
2017-06,2017,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,2,0,0,43,28,15,7,0,0,27,15,43,43,280,43,52,0,52
2017-07,2017,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,1,43,28,15,6,2,0,24,12,46,42,285,43,41,14,55
2017-08,2017,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,1,47,34,13,17,1,0,21,11,32,42,293,47,68,7,75
2017-09,2017,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,0,49,39,10,6,0,0,36,11,32,36,304,49,60,7,67
2017-10,2017,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,2,0,0,55,43,12,5,0,0,24,24,26,42,310,55,55,7,62
2017-11,2017,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,0,55,44,11,9,0,1,18,13,33,42,317,55,63,6,69
2017-12,2017,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,50,42,8,3,1,1,27,10,38,42,320,50,48,7,55
2018-01,2018,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,0,36,31,5,9,2,1,24,22,37,37,324,36,48,6,54
2018-02,2018,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,0,31,26,5,3,1,1,28,19,51,34,330,31,40,6,46
2018-03,2018,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,1,48,37,11,3,0,0,9,17,52,44,335,48,57,6,63
2018-04,2018,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,1,51,48,3,8,1,0,15,6,54,39,346,51,56,8,64
2018-05,2018,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,1,51,46,5,9,1,1,18,10,45,37,352,51,65,6,71
2018-06,2018,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,2,53,44,9,3,0,0,27,9,36,49,356,53,60,6,66
2018-07,2018,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,1,44,39,5,2,1,0,27,22,28,62,357,44,46,5,51
2018-08,2018,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,2,46,36,10,9,4,0,15,17,32,62,362,46,61,6,67
2018-09,2018,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,0,59,52,7,4,2,0,15,8,40,53,374,59,64,6,70
2018-10,2018,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,2,0,0,51,44,7,4,1,1,26,8,40,49,380,51,55,4,59
2018-11,2018,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,2,0,1,60,46,14,5,0,1,13,12,39,49,383,60,63,5,68
2018-12,2018,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,1,0,0,45,45,0,4,0,0,23,13,33,49,397,45,49,1,50
2019-01,2019,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,1,49,39,10,8,2,0,11,13,24,49,409,49,60,7,67
2019-02,2019,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,0,49,45,4,5,2,0,22,7,27,43,418,49,57,5,62
2019-03,2019,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,0,50,45,5,7,2,0,17,17,25,38,423,50,59,9,68
2019-04,2019,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,3,52,46,6,6,1,0,22,11,32,37,427,52,63,8,71
2019-05,2019,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,0,58,53,5,5,2,0,18,17,30,40,430,58,60,9,69
2019-06,2019,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,1,50,47,3,4,1,2,22,15,38,34,438,50,64,3,67
2019-07,2019,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,1,55,48,7,7,0,0,19,15,43,26,449,55,61,6,67
2019-08,2019,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,2,13,0,1,58,52,6,8,2,1,15,13,37,31,452,58,72,12,84
2019-09,2019,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,3,61,56,5,6,0,0,26,10,38,35,454,61,69,8,77
2019-10,2019,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,1,64,57,7,7,0,1,20,19,30,42,457,64,72,9,81
2019-11,2019,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,3,64,53,11,8,0,0,28,9,32,43,465,64,72,8,80
2019-12,2019,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,9,0,2,59,49,10,5,0,0,31,18,30,44,470,59,69,4,73
2020-01,2020,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,7,0,1,55,47,8,6,0,1,26,23,36,47,472,55,61,8,69
2020-02,2020,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,1,55,45,10,10,0,0,24,16,47,40,481,55,66,7,73
2020-03,2020,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,4,62,47,15,6,1,0,26,9,46,44,487,62,75,5,80
2020-04,2020,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,7,0,2,59,47,12,8,2,1,32,14,42,36,497,59,70,8,78
2020-05,2020,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,19,0,3,66,57,9,6,2,1,20,23,38,38,503,66,86,9,95
2020-06,2020,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,20,0,4,70,63,7,9,2,1,30,13,40,42,508,70,94,9,103
2020-07,2020,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,15,0,2,85,72,13,14,2,0,30,17,34,39,514,85,104,12,116
2020-08,2020,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,4,96,84,12,9,1,1,32,18,38,41,514,96,108,10,118
2020-09,2020,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,14,0,2,89,83,6,13,2,1,35,26,35,40,520,89,104,15,119
2020-10,2020,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,2,119,96,23,10,4,1,23,12,43,39,524,119,132,13,145
2020-11,2020,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,0,111,108,3,3,1,1,37,20,49,31,533,111,110,12,122
2020-12,2020,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,1,105,91,14,10,0,1,31,23,49,31,542,105,119,9,128
2021-01,2021,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,1,98,86,12,7,0,0,41,19,55,38,545,98,102,15,117
2021-02,2021,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,3,111,89,22,8,3,0,28,19,49,49,548,111,121,13,134
2021-03,2021,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,8,0,1,113,103,10,11,6,1,31,18,48,47,551,113,127,13,140
2021-04,2021,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,14,0,1,121,107,14,6,1,1,32,17,53,47,556,121,127,16,143
2021-05,2021,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,19,0,3,116,106,10,9,0,1,37,22,50,56,557,116,131,14,145
2021-06,2021,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,20,0,1,134,115,19,12,2,0,30,18,47,58,566,134,155,13,168
2021-07,2021,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,16,0,0,116,110,6,11,4,1,57,24,47,53,573,116,124,25,149
2021-08,2021,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,14,0,3,150,119,31,17,1,0,29,26,42,51,586,150,167,15,182
2021-09,2021,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,1,150,141,9,10,4,3,41,20,49,50,589,150,160,18,178
2021-10,2021,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,2,145,130,15,3,1,1,48,26,60,49,594,145,140,15,155
2021-11,2021,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,4,0,0,150,129,21,10,4,0,26,27,69,43,603,150,146,22,168
2021-12,2021,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,6,0,1,75,74,1,5,1,0,94,25,76,46,614,75,87,0,87
2022-01,2022,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,2,7,0,2,126,68,58,19,4,3,19,36,62,55,616,126,146,15,161
2022-02,2022,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,7,0,2,109,107,2,13,0,2,52,17,72,58,623,109,110,22,132
2022-03,2022,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,11,0,5,132,104,28,13,3,1,27,24,64,61,628,132,143,17,160
2022-04,2022,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,12,0,3,121,109,12,7,3,1,51,15,61,74,631,121,130,14,144
2022-05,2022,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,10,0,1,135,114,21,10,4,0,30,30,57,74,636,135,137,22,159
2022-06,2022,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,1,134,121,13,10,1,0,38,17,61,77,648,134,130,23,153
2022-07,2022,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,5,0,3,126,116,10,8,2,2,37,28,60,71,660,126,128,15,143
2022-08,2022,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,8,0,3,123,102,21,7,4,1,40,16,64,73,670,123,119,25,144
2022-09,2022,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,17,0,4,131,112,19,14,1,0,31,21,57,72,679,131,140,23,163
2022-10,2022,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,8,0,4,119,108,11,4,1,1,55,20,62,66,695,119,108,25,133
2022-11,2022,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,12,0,5,112,96,16,5,0,2,36,39,63,71,702,112,114,18,132
2022-12,2022,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,5,0,2,51,42,9,5,0,1,88,27,80,75,714,51,56,7,63
2023-01,2023,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,110,45,65,26,0,2,16,23,70,77,721,110,123,16,139
2023-02,2023,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,101,98,3,17,4,0,40,13,63,71,736,101,115,7,122
2023-03,2023,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,93,76,17,6,2,0,46,23,55,77,743,93,78,23,101
2023-04,2023,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,91,73,18,18,1,0,28,28,40,85,753,91,89,22,111
2023-05,2023,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,82,73,9,8,1,0,37,19,53,77,767,82,83,8,91
2023-06,2023,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,85,67,18,15,2,0,24,19,49,68,782,85,81,21,102
2023-07,2023,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,77,69,8,8,1,0,32,16,53,64,792,77,68,19,87
2023-08,2023,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,90,72,18,12,0,0,14,14,46,64,803,90,85,17,102
2023-09,2023,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,66,58,8,5,0,0,44,6,44,60,818,66,52,19,71
2023-10,2023,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,74,58,16,6,2,1,13,28,35,49,834,74,56,28,84
2023-11,2023,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,63,59,4,6,2,0,24,9,46,52,840,63,44,27,71
2023-12,2023,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,25,21,4,1,0,0,50,20,45,53,848,25,4,22,26
2024-01,2024,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,51,21,30,9,0,0,5,20,47,57,853,51,35,25,60
2024-02,2024,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,2,0,0,0,45,42,3,6,0,0,17,1,58,49,864,45,31,22,53
2024-03,2024,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,41,35,6,3,1,0,16,11,36,58,874,41,29,16,45
2024-04,2024,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,40,31,9,6,1,0,13,7,35,56,881,40,10,38,48
2024-05,2024,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,49,42,7,4,1,0,5,6,23,59,892,49,23,31,54
2024-06,2024,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,2,0,0,0,37,35,2,2,0,1,18,2,14,63,900,37,13,29,42
2024-07,2024,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,41,29,12,2,1,0,11,6,14,53,909,41,19,25,44
2024-08,2024,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,49,39,10,8,0,0,4,1,11,52,911,49,25,33,58
2024-09,2024,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,45,44,1,1,0,0,13,3,8,36,930,45,21,25,46
2024-10,2024,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,36,30,6,0,0,2,15,7,7,34,934,36,5,34,39
2024-11,2024,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,43,34,9,8,0,0,4,6,6,20,948,43,16,35,51
2024-12,2024,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,38,37,1,1,0,0,14,3,8,11,960,38,11,28,39
2025-01,2025,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,37,28,9,0,0,0,11,5,11,11,960,37,7,30,37
2025-02,2025,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,38,30,8,3,0,0,7,2,11,12,961,38,10,32,42
2025-03,2025,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,37,33,4,0,0,1,8,3,11,10,963,37,3,36,39
2025-04,2025,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,25,22,3,1,1,0,15,5,8,10,967,25,0,28,28
2025-05,2025,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,4,0,0,0,30,19,11,4,0,0,6,2,8,11,967,30,9,29,38
2025-06,2025,Junio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,23,21,2,1,0,0,12,4,5,12,970,23,1,24,25
2025-07,2025,Julio,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,25,21,4,3,0,0,3,8,6,12,970,25,3,25,28
2025-08,2025,Agosto,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,26,24,2,0,0,0,4,1,13,11,972,26,0,26,26
2025-09,2025,Setiembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,28,25,3,0,0,0,1,1,12,12,973,28,0,28,28
2025-10,2025,Octubre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,25,25,0,0,0,0,3,1,12,9,977,25,0,25,25
2025-11,2025,Noviembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,5,0,0,0,21,21,0,1,0,0,1,1,10,10,978,21,0,27,27
2025-12,2025,Diciembre,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,1,1,0,0,0,0,21,1,3,14,982,1,1,0,1
2026-01,2026,Enero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,18,1,17,0,0,0,0,3,4,14,982,18,0,19,19
2026-02,2026,Febrero,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,4,0,0,0,14,14,0,1,0,0,1,0,4,14,983,14,0,19,19
2026-03,2026,Marzo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,0,0,0,0,14,13,1,0,0,0,2,0,3,13,985,14,0,14,14
2026-04,2026,Abril,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,1,0,0,0,11,9,2,0,0,0,4,0,3,12,986,11,0,12,12
2026-05,2026,Mayo,E05020201,CARRERA DE ECONOMIA,Economía,Con Partner (AP),Presencial Regular,6,0,0,0,9,7,2,0,0,0,0,0,3,10,988,9,0,15,15
