Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Estudiantes matrí. TOTAL
2016-01,2016,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,3,3,0,0,102,96,6,8,0,0,20,14,41,16,0,102,114,116
2016-02,2016,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,4,0,0,0,82,80,2,1,1,0,29,18,42,26,1,82,88,88
2016-03,2016,Marzo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,86,68,18,7,0,0,14,11,48,30,2,86,79,95
2016-04,2016,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,76,68,8,5,0,0,23,6,44,38,4,76,83,83
2016-05,2016,Mayo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,58,52,6,6,1,0,29,17,31,49,5,58,65,65
2016-06,2016,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,22,18,4,2,0,0,45,25,36,56,8,22,26,26
2016-07,2016,Julio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,42,19,23,9,2,0,4,22,40,57,16,42,34,55
2016-08,2016,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,7,0,0,0,38,34,4,20,0,0,14,0,34,52,27,38,63,65
2016-09,2016,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,8,0,0,0,33,31,2,6,2,1,23,9,25,48,30,33,44,50
2016-10,2016,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,10,0,0,0,21,14,7,1,0,0,22,14,22,47,40,21,31,32
2016-11,2016,Noviembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,7,0,0,0,16,7,9,3,1,0,11,12,23,42,52,16,27,27
2016-12,2016,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,6,0,0,0,10,8,2,12,1,0,9,8,16,37,61,10,25,29
2017-01,2017,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,11,0,0,0,8,6,2,3,4,0,10,7,17,23,71,8,26,26
2017-02,2017,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,4,0,0,0,9,4,5,4,0,0,8,4,16,23,75,9,13,17
2017-03,2017,Marzo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,3,0,0,0,9,7,2,1,0,0,6,6,13,24,77,9,13,13
2017-04,2017,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,5,4,1,1,0,1,6,4,15,19,84,5,4,8
2017-05,2017,Mayo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,3,0,0,0,1,0,1,0,0,0,5,4,16,16,90,1,4,4
2017-06,2017,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,3,0,0,0,3,0,3,4,0,0,1,0,12,16,93,3,10,10
2017-07,2017,Julio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,2,2,0,0,0,0,5,0,10,18,93,2,2,3
2017-08,2017,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,3,2,1,2,1,0,0,4,2,18,97,3,7,7
2017-09,2017,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,3,3,0,0,0,0,3,0,5,16,100,3,3,3
2017-10,2017,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,3,1,2,0,0,0,2,1,4,14,103,3,3,3
2017-11,2017,Noviembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,1,1,0,0,1,0,2,1,5,9,106,1,3,4
2017-12,2017,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,0,0,0,1,0,0,2,1,4,6,109,0,2,3
2018-01,2018,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,1,2,2,6,111,0,1,1
2018-02,2018,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,1,0,0,0,1,3,3,114,1,1,2
2018-03,2018,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,2,0,3,3,115,0,0,0
2018-04,2018,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,1,0,2,2,4,114,0,1,1
2018-05,2018,Mayo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,2,0,0,1,0,2,4,114,0,1,2
2018-06,2018,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,2,1,1,5,114,0,0,0
2018-07,2018,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,2,1,4,116,0,0,0
2018-08,2018,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,1,0,0,0,3,3,116,0,0,1
2018-09,2018,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,1,0,2,2,117,0,1,1
2018-10,2018,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,2,1,1,2,1,116,0,1,2
2018-11,2018,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,2,1,2,2,116,0,0,0
2018-12,2018,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,0,2,1,3,116,0,1,1
2019-01,2019,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,1,1,0,3,2,116,0,1,1
2019-02,2019,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,0,0,0,0,0,0,1,1,3,2,115,0,1,1
2019-03,2019,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,3,3,115,0,0,0
2019-04,2019,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,2,0,0,0,0,0,0,0,0,0,0,0,4,2,114,0,2,2
2019-05,2019,Mayo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,1,0,0,2,3,114,0,0,1
2019-06,2019,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,1,0,1,2,115,0,0,1
2019-07,2019,Julio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,1,0,1,1,0,2,115,0,1,1
2019-08,2019,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,1,1,1,1,1,1,114,0,2,2
2019-09,2019,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,2,2,0,0,0,0,0,1,2,1,114,2,2,2
2019-10,2019,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,1,2,0,2,1,113,0,1,2
2019-11,2019,Noviembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,1,2,2,0,114,1,1,1
2019-12,2019,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,2,1,1,0,1,1,0,0,3,0,113,2,4,4
2020-01,2020,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,3,3,0,1,0,1,1,0,1,1,112,3,4,5
2020-02,2020,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,4,4,0,0,0,0,1,1,1,1,112,4,4,4
2020-03,2020,Marzo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,2,2,0,0,0,0,2,1,1,1,112,2,3,3
2020-04,2020,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,2,2,0,0,0,0,0,2,2,1,112,2,2,2
2020-05,2020,Mayo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,2,2,0,0,0,0,0,0,4,1,112,2,2,2
2020-06,2020,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,2,0,0,1,0,2,1,112,1,2,3
2020-07,2020,Julio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,3,3,0,1,1,1,0,0,0,0,112,3,7,7
2020-08,2020,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,4,4,0,0,0,0,1,0,0,0,112,4,4,5
2020-09,2020,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,3,1,0,0,112,1,1,1
2020-10,2020,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,0,3,1,0,112,1,1,1
2020-11,2020,Noviembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,1,1,0,1,0,0,0,0,2,0,112,1,3,3
2020-12,2020,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,1,0,2,0,112,1,1,1
2021-01,2021,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,0,1,0,0,0,1,0,2,0,112,1,1,1
2021-02,2021,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,1,0,1,1,1,111,1,2,2
2021-03,2021,Marzo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,1,0,1,2,111,1,1,1
2021-04,2021,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,1,1,2,111,0,0,0
2021-05,2021,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,2,2,111,0,0,0
2021-06,2021,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,0,0,0,1,0,0,0,0,2,1,111,0,1,2
2021-07,2021,Julio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,1,0,1,1,111,0,1,1
2021-08,2021,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,1,1,0,112,0,0,0
2021-09,2021,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,1,1,112,0,0,0
2021-10,2021,Octubre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,0,0,0,0,1,1,112,0,0,1
2021-11,2021,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,1,1,112,0,0,0
2021-12,2021,Diciembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,1,1,0,0,1,0,0,112,0,1,2
2022-01,2022,Enero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,1,2,0,1,0,111,0,1,1
2022-02,2022,Febrero,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,0,1,1,0,0,1,1,0,0,111,1,1,2
2022-03,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,2,1,1,0,111,0,0,0
2022-04,2022,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,0,0,0,0,0,0,0,1,2,0,111,0,1,1
2022-05,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,3,0,111,0,0,0
2022-06,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,3,0,111,0,0,0
2022-07,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,2,1,111,0,0,0
2022-08,2022,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,1,0,0,0,0,0,0,0,0,1,0,0,0,2,110,0,2,2
2022-09,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,0,2,110,0,0,0
2022-10,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,0,2,110,0,0,0
2022-11,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,2,110,0,0,0
2022-12,2022,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,2,110,0,0,0
2023-01,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,1,111,0,0,0
2023-02,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0
2023-03,2023,Marzo,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,1,0,0,0,1,111,0,1,1
2023-04,2023,Abril,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,0,0,0,1,111,1,1,1
2023-05,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,0,1,111,0,0,0
2023-06,2023,Junio,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,0,1,0,0,0,0,0,0,1,111,1,1,1
2023-07,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,0,1,111,0,0,0
2023-08,2023,Agosto,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,0,1,0,0,0,0,0,0,1,111,1,1,1
2023-09,2023,Setiembre,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,1,1,0,0,0,0,0,0,0,0,112,1,1,1
2023-10,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,0,0,0
2023-11,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,0,0,0
2023-12,2023,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0
2024-01,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0
2024-02,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0
2024-03,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0
2024-04,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-05,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-06,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-07,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-08,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-09,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0,0
2024-10,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2024-11,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2024-12,2024,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-01,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-02,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-03,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-04,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-05,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-06,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-07,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-08,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-09,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-10,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
2025-11,2025,N/A,O10010501,MAESTRIA EN GERENCIA DE SERVICIO DE SALUD (4 Ciclos),Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
