Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Estudiantes matrí. TOTAL
2019-04,2019,Abril,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,42,42,0,0,0,0,2,0,0,0,0,42,0,42
2019-05,2019,Mayo,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,41,41,0,0,0,0,1,2,0,0,0,41,0,41
2019-06,2019,Junio,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,3,0,0,40,40,0,1,0,0,1,1,1,0,0,40,0,44
2019-07,2019,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,44,1,2,0,0,0,0,0
2019-08,2019,Agosto,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,2,0,0,30,0,30,0,0,0,0,14,3,0,0,30,0,32
2019-09,2019,Setiembre,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,27,27,0,0,0,0,5,0,17,0,0,27,0,27
2019-10,2019,Octubre,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,1,0,0,13,13,0,0,0,0,14,5,16,1,0,13,0,14
2019-11,2019,Noviembre,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,1,0,0,13,13,0,0,0,0,1,14,20,2,0,13,0,14
2019-12,2019,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,14,1,33,3,0,0,0,0
2020-01,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,14,20,17,0,0,0,0
2020-02,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0
2020-03,2020,Marzo,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,20,0,0,0,0,0,12,0,0,0,0,17,22,0,0,0,32
2020-04,2020,Abril,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,20,20,0,0,1,0,12,0,3,34,1,20,0,21
2020-05,2020,Mayo,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,27,19,8,0,0,0,2,4,2,34,2,27,0,27
2020-06,2020,Junio,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,19,19,0,0,0,0,8,2,4,35,3,19,0,19
2020-07,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,19,8,6,22,16,0,0,0
2020-08,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,19,14,22,16,0,0,0
2020-09,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,33,17,21,0,0,0
2020-10,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,29,7,35,0,0,0
2020-11,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,27,8,36,0,0,0
2020-12,2020,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,19,14,38,0,0,0
2021-01,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,0
2021-02,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,0
2021-03,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,0
2021-04,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,0,0,0
2021-05,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,0,0,0
2021-06,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,0,0,0
2021-07,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2021-08,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2021-09,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2021-10,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2021-11,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2021-12,2021,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-01,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-02,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-03,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-04,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-05,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-06,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-07,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-08,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-09,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-10,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-11,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2022-12,2022,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-01,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-02,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-03,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-04,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-05,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-06,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-07,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-08,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-09,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-10,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-11,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2023-12,2023,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-01,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-02,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-03,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-04,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-05,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-06,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-07,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-08,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-09,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-10,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-11,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2024-12,2024,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-01,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-02,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-03,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-04,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-05,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-06,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-07,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-08,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-09,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-10,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-11,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2025-12,2025,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-01,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-02,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-03,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-04,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-05,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-06,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2026-07,2026,N/A,O03020701,MAESTRÍA EN GESTION CULTURAL Y PATR.,Otros,Sin Partner (Propio),Distancia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
2019-03,2019,Marzo,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2019-04,2019,Abril,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,44,0,44
2019-05,2019,Mayo,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,1,0,0,43,43,0,0,0,0,1,0,0,0,0,43,0,44
2019-06,2019,Junio,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,39,39,0,0,0,0,5,1,0,0,0,39,0,39
2019-07,2019,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,39,5,1,0,0,0,0,0
2019-08,2019,Agosto,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,38,0,38,0,0,0,0,1,6,0,0,38,0,38
2019-09,2019,Setiembre,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,38,38,0,0,0,0,0,0,7,0,0,38,0,38
2019-10,2019,Octubre,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,22,22,0,0,0,0,16,0,7,0,0,22,0,22
2019-11,2019,Noviembre,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,22,22,0,0,0,0,0,16,6,1,0,22,0,22
2019-12,2019,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,22,0,17,6,0,0,0,0
2020-01,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,22,16,7,0,0,0,0
2020-02,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0
2020-03,2020,Marzo,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,16,0,0,0,0,0,22,3,0,0,0,16,4,0,0,0,41
2020-04,2020,Abril,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,23,23,0,0,0,0,18,0,0,20,0,23,0,23
2020-05,2020,Mayo,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,37,23,14,0,0,0,0,4,0,19,1,37,0,37
2020-06,2020,Junio,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,24,24,0,0,0,0,13,0,4,16,4,24,0,24
2020-07,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,24,13,4,16,4,0,0,0
2020-08,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,24,17,16,4,0,0,0
2020-09,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,41,16,4,0,0,0
2020-10,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,37,4,20,0,0,0
2020-11,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,37,4,20,0,0,0
2020-12,2020,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,24,17,20,0,0,0
2021-01,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,0,0,0
2021-02,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,0,0,0
2021-03,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,0,0,0
2021-04,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,0,0,0
2021-05,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,0,0,0
2021-06,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,0,0,0
2021-07,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2021-08,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2021-09,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2021-10,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2021-11,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2021-12,2021,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-01,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-02,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-03,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-04,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-05,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-06,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-07,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-08,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-09,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-10,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-11,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2022-12,2022,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2023-01,2023,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
2023-02,2023,N/A,O03022901,MAESTRÍA EN GESTION EMP. Y TURISMO,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
